"","RunningID","IUID","ScenStart","ScenFut","Endemicity"
"2137",2137,"CIV15350","IA","65A.xIA","Endemic (under MDA)"
"2138",2138,"CIV15394","IA","65A.xIA","Endemic (under MDA)"
"2139",2139,"CIV15379","IA","65A.xIA","Endemic (under MDA)"
"2144",2144,"BEN03289","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2145",2145,"NGA36905","IA","65A.xIA","Endemic (under MDA)"
"2146",2146,"NGA36907","IA","65A.xIA","Endemic (under MDA)"
"2151",2151,"ETH19228","IA","65A.xIA","Endemic (MDA not delivered)"
"2153",2153,"ETH19198","IA","65A.xIA","Not reported"
"2158",2158,"NGA36918","IA","65A.xIA","Endemic (under MDA)"
"2160",2160,"NGA36603","IA","65A.xIA","Endemic (under MDA)"
"2161",2161,"NGA36468","IA","65A.xIA","Endemic (under MDA)"
"2162",2162,"CMR07542","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2163",2163,"ETH19248","IA","65A.xIA","Endemic (MDA not delivered)"
"2169",2169,"CIV15392","IA","65A.xIA","Endemic (under MDA)"
"2174",2174,"BEN03265","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2177",2177,"NGA36607","IA","65A.xIA","Endemic (under MDA)"
"2178",2178,"CMR07560","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2180",2180,"ETH19178","IA","65A.xIA","Endemic (under MDA)"
"2184",2184,"CIV15356","IA","65A.xIA","Endemic (under MDA)"
"2185",2185,"CIV15357","IA","65A.xIA","Endemic (under MDA)"
"2190",2190,"BEN03272","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2191",2191,"NGA36904","IA","65A.xIA","Endemic (MDA not delivered)"
"2192",2192,"NGA36919","IA","65A.xIA","Endemic (MDA not delivered)"
"2193",2193,"NGA36932","IA","65A.xIA","Endemic (under MDA)"
"2194",2194,"NGA36455","IA","65A.xIA","Endemic (under MDA)"
"2195",2195,"NGA36471","IA","65A.xIA","Endemic (under MDA)"
"2197",2197,"CMR07555","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2206",2206,"BEN03258","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2209",2209,"BEN03276","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2210",2210,"NGA36609","IA","65A.xIA","Endemic (under MDA)"
"2212",2212,"LBR26826","IA","65A.xIA","Endemic (under MDA)"
"2216",2216,"NGA36916","IA","65A.xIA","Endemic (under MDA)"
"2218",2218,"NGA36575","IA","65A.xIA","Endemic (under MDA)"
"2220",2220,"NGA36564","IA","65A.xIA","Endemic (under MDA)"
"2222",2222,"NGA36604","IA","65A.xIA","Endemic (under MDA)"
"2223",2223,"NGA36522","IA","65A.xIA","Endemic (under MDA)"
"2228",2228,"LBR26828","IA","65A.xIA","Endemic (under MDA)"
"2229",2229,"CIV15358","IA","65A.xIA","Endemic (under MDA)"
"2230",2230,"CIV15349","IA","65A.xIA","Endemic (under MDA)"
"2236",2236,"BEN03255","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2237",2237,"BEN03256","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2238",2238,"NGA36913","IA","65A.xIA","Endemic (under MDA)"
"2245",2245,"CIV15389","IA","65A.xIA","Endemic (under MDA)"
"2247",2247,"BEN03268","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2248",2248,"NGA36909","IA","65A.xIA","Endemic (under MDA)"
"2251",2251,"NGA36565","IA","65A.xIA","Endemic (under MDA)"
"2252",2252,"NGA36557","IA","65A.xIA","Endemic (under MDA)"
"2253",2253,"NGA36509","IA","65A.xIA","Endemic (under MDA)"
"2254",2254,"CMR07547","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2255",2255,"CMR07553","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2256",2256,"CMR07423","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2263",2263,"LBR26821","IA","65A.xIA","Endemic (under MDA)"
"2267",2267,"BEN03266","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2268",2268,"BEN03261","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2269",2269,"BEN03228","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2270",2270,"BEN03279","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2271",2271,"NGA36902","IA","65A.xIA","Endemic (MDA not delivered)"
"2272",2272,"NGA36933","IA","65A.xIA","Endemic (under MDA)"
"2273",2273,"NGA36408","IA","65A.xIA","Endemic (under MDA)"
"2274",2274,"NGA36551","IA","65A.xIA","Endemic (under MDA)"
"2275",2275,"CAF09653","Rest","65B.xxA","Endemicity unknown"
"2276",2276,"CAF09651","IA","65A.xIA","Endemic (MDA not delivered)"
"2277",2277,"SSD44396","IA","65A.xIA","Endemic (under MDA)"
"2278",2278,"SSD44354","IA","65A.xIA","Endemic (under MDA)"
"2279",2279,"ETH19229","IA","65A.xIA","Endemic (MDA not delivered)"
"2280",2280,"ETH19242","IA","65A.xIA","Endemic (under MDA)"
"2281",2281,"ETH18898","IA","65A.xIA","Endemic (under MDA)"
"2283",2283,"CIV15377","IA","65A.xIA","Endemic (under MDA)"
"2286",2286,"NGA36853","Rest","65B.xxA","Endemic (MDA not delivered)"
"2288",2288,"NGA36931","IA","65A.xIA","Endemic (under MDA)"
"2289",2289,"NGA36412","IA","65A.xIA","Endemic (under MDA)"
"2290",2290,"NGA36601","IA","65A.xIA","Endemic (under MDA)"
"2291",2291,"NGA36559","IA","65A.xIA","Endemic (under MDA)"
"2293",2293,"CMR07556","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2299",2299,"CIV15360","IA","65A.xIA","Endemic (under MDA)"
"2300",2300,"CIV15372","IA","65A.xIA","Endemic (under MDA)"
"2303",2303,"BEN03260","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2305",2305,"NGA36854","Rest","65B.xxA","Endemic (MDA not delivered)"
"2306",2306,"NGA36929","IA","65A.xIA","Endemic (under MDA)"
"2308",2308,"NGA36610","IA","65A.xIA","Endemic (under MDA)"
"2309",2309,"NGA36520","IA","65A.xIA","Endemic (under MDA)"
"2316",2316,"CIV15343","IA","65A.xIA","Endemic (under MDA)"
"2323",2323,"BEN03264","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2324",2324,"BEN03233","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2327",2327,"NGA36597","IA","65A.xIA","Endemic (under MDA)"
"2328",2328,"NGA36605","IA","65A.xIA","Endemic (under MDA)"
"2329",2329,"NGA36555","IA","65A.xIA","Endemic (under MDA)"
"2330",2330,"CMR07548","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2331",2331,"CMR07420","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2332",2332,"ETH19136","IA","65A.xIA","Endemic (under MDA)"
"2342",2342,"BEN03229","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2343",2343,"BEN03273","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2345",2345,"NGA36511","IA","65A.xIA","Endemic (under MDA)"
"2346",2346,"CMR07554","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2347",2347,"CIV15369","IA","65A.xIA","Endemic (under MDA)"
"2348",2348,"CIV15371","IA","65A.xIA","Endemic (under MDA)"
"2356",2356,"BEN03267","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2358",2358,"NGA36536","IA","65A.xIA","Endemic (under MDA)"
"2359",2359,"NGA36600","IA","65A.xIA","Endemic (under MDA)"
"2360",2360,"CAF09648","IA","65A.xIA","Endemic (under MDA)"
"2361",2361,"ETH19180","IA","65A.xIA","Endemic (under MDA)"
"2366",2366,"LBR26830","IA","65A.xIA","Endemic (under MDA)"
"2367",2367,"LBR26823","IA","65A.xIA","Endemic (under MDA)"
"2370",2370,"BEN03262","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2371",2371,"BEN03269","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2372",2372,"NGA36523","IA","65A.xIA","Endemic (under MDA)"
"2373",2373,"NGA36407","IA","65A.xIA","Endemic (under MDA)"
"2374",2374,"CMR07591","IA","65A.xIA","Endemic (under MDA)"
"2375",2375,"CMR07557","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2376",2376,"SSD44390","IA","65A.xIA","Endemic (under MDA)"
"2377",2377,"SSD44349","IA","65A.xIA","Endemic (MDA not delivered)"
"2378",2378,"ETH19243","IA","65A.xIA","Endemic (under MDA)"
"2381",2381,"CIV15341","IA","65A.xIA","Endemic (under MDA)"
"2382",2382,"CIV15381","IA","65A.xIA","Endemic (under MDA)"
"2384",2384,"BEN03263","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2385",2385,"BEN03230","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2386",2386,"BEN03277","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2389",2389,"NGA36410","IA","65A.xIA","Endemic (under MDA)"
"2390",2390,"NGA36598","IA","65A.xIA","Endemic (under MDA)"
"2391",2391,"ETH19140","IA","65A.xIA","Endemic (MDA not delivered)"
"2392",2392,"ETH19221","IA","65A.xIA","Endemic (MDA not delivered)"
"2395",2395,"CIV15346","IA","65A.xIA","Endemic (under MDA)"
"2399",2399,"NGA36926","IA","65A.xIA","Endemic (under MDA)"
"2401",2401,"NGA36529","IA","65A.xIA","Endemic (under MDA)"
"2402",2402,"NGA36606","IA","65A.xIA","Endemic (under MDA)"
"2403",2403,"CMR07543","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2404",2404,"CMR07550","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2415",2415,"NGA36530","IA","65A.xIA","Endemic (under MDA)"
"2416",2416,"NGA36515","IA","65A.xIA","Endemic (under MDA)"
"2417",2417,"CMR07549","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2418",2418,"SSD44395","IA","65A.xIA","Endemic (under MDA)"
"2419",2419,"ETH19255","IA","65A.xIA","Endemic (under MDA)"
"2429",2429,"NGA36524","IA","65A.xIA","Endemic (under MDA)"
"2430",2430,"NGA36426","IA","65A.xIA","Endemic (under MDA)"
"2431",2431,"NGA36548","IA","65A.xIA","Endemic (under MDA)"
"2432",2432,"CMR07575","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2436",2436,"CIV15386","IA","65A.xIA","Endemic (under MDA)"
"2437",2437,"CIV15342","IA","65A.xIA","Endemic (under MDA)"
"2440",2440,"NGA36608","IA","65A.xIA","Endemic (under MDA)"
"2441",2441,"NGA36596","IA","65A.xIA","Endemic (under MDA)"
"2442",2442,"NGA36552","IA","65A.xIA","Endemic (under MDA)"
"2443",2443,"NGA36517","IA","65A.xIA","Endemic (under MDA)"
"2444",2444,"CMR07551","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2445",2445,"SSD44397","IA","65A.xIA","Endemic (under MDA)"
"2446",2446,"ETH19239","IA","65A.xIA","Endemic (under MDA)"
"2449",2449,"CIV15402","IA","65A.xIA","Endemic (under MDA)"
"2450",2450,"GHA21581","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2455",2455,"NGA36424","IA","65A.xIA","Endemic (under MDA)"
"2457",2457,"NGA36554","IA","65A.xIA","Endemic (under MDA)"
"2458",2458,"CMR07453","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2459",2459,"SSD44323","IA","65A.xIA","Endemic (under MDA)"
"2463",2463,"CIV15387","IA","65A.xIA","Endemic (under MDA)"
"2468",2468,"CMR07546","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2469",2469,"CMR07559","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2470",2470,"ETH19253","IA","65A.xIA","Endemic (under MDA)"
"2471",2471,"ETH19261","IA","65A.xIA","Endemic (under MDA)"
"2477",2477,"GHA21481","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2479",2479,"GHA21499","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2481",2481,"NGA36545","IA","65A.xIA","Endemic (under MDA)"
"2484",2484,"CMR07458","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2485",2485,"SSD44399","IA","65A.xIA","Endemic (under MDA)"
"2487",2487,"GHA21598","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2488",2488,"GHA21463","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2490",2490,"NGA36423","IA","65A.xIA","Endemic (under MDA)"
"2491",2491,"NGA36416","IA","65A.xIA","Endemic (under MDA)"
"2492",2492,"CMR07601","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2493",2493,"CMR07545","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2494",2494,"CAF09646","Rest","65B.xxA","Endemicity unknown"
"2495",2495,"SSD44400","IA","65A.xIA","Endemic (under MDA)"
"2501",2501,"GHA21484","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2504",2504,"NGA36421","IA","65A.xIA","Endemic (under MDA)"
"2505",2505,"NGA36414","IA","65A.xIA","Endemic (under MDA)"
"2506",2506,"NGA36425","IA","65A.xIA","Endemic (under MDA)"
"2507",2507,"NGA36351","IA","65A.xIA","Endemic (under MDA)"
"2508",2508,"NGA36558","IA","65A.xIA","Endemic (under MDA)"
"2510",2510,"CMR07544","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2511",2511,"CMR07552","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2515",2515,"CIV15345","IA","65A.xIA","Endemic (under MDA)"
"2520",2520,"NGA36533","IA","65A.xIA","Endemic (under MDA)"
"2521",2521,"NGA36505","IA","65A.xIA","Endemic (MDA not delivered)"
"2523",2523,"CMR07567","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2524",2524,"SSD44327","Rest","65B.xxA","Endemic (MDA not delivered)"
"2529",2529,"GHA21442","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2530",2530,"GHA21459","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2532",2532,"NGA36543","IA","65A.xIA","Endemic (under MDA)"
"2533",2533,"NGA36420","IA","65A.xIA","Endemic (under MDA)"
"2536",2536,"NGA36549","IA","65A.xIA","Endemic (under MDA)"
"2537",2537,"CMR07462","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2538",2538,"CIV15344","IA","65A.xIA","Endemic (under MDA)"
"2540",2540,"GHA21483","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2542",2542,"NGA36633","IA","65A.xIA","Endemic (under MDA)"
"2543",2543,"NGA36647","IA","65A.xIA","Endemic (under MDA)"
"2544",2544,"CMR07558","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2547",2547,"LBR26832","IA","65A.xIA","Endemic (under MDA)"
"2548",2548,"GHA21455","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2549",2549,"GHA21480","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2552",2552,"NGA36417","IA","65A.xIA","Endemic (under MDA)"
"2553",2553,"NGA36649","IA","65A.xIA","Endemic (under MDA)"
"2554",2554,"NGA36344","IA","65A.xIA","Endemic (under MDA)"
"2555",2555,"CAF09654","Rest","65B.xxA","Endemic (under MDA)"
"2560",2560,"CIV15331","IA","65A.xIA","Endemic (under MDA)"
"2561",2561,"CIV15330","IA","65A.xIA","Endemic (under MDA)"
"2563",2563,"GHA21495","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2564",2564,"GHA21493","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2565",2565,"NGA36547","IA","65A.xIA","Endemic (under MDA)"
"2567",2567,"NGA36340","IA","65A.xIA","Endemic (under MDA)"
"2568",2568,"NGA36346","IA","65A.xIA","Endemic (under MDA)"
"2569",2569,"NGA36510","IA","65A.xIA","Endemic (under MDA)"
"2570",2570,"CMR07572","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2571",2571,"SSD44393","IA","65A.xIA","Endemic (under MDA)"
"2575",2575,"CIV15366","IA","65A.xIA","Endemic (under MDA)"
"2576",2576,"CIV15404","IA","65A.xIA","Endemic (under MDA)"
"2577",2577,"GHA21441","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2579",2579,"NGA36546","IA","65A.xIA","Endemic (under MDA)"
"2581",2581,"NGA36527","IA","65A.xIA","Endemic (under MDA)"
"2582",2582,"NGA36645","IA","65A.xIA","Endemic (under MDA)"
"2583",2583,"NGA36648","IA","65A.xIA","Endemic (under MDA)"
"2584",2584,"NGA36506","IA","65A.xIA","Endemic (under MDA)"
"2585",2585,"CMR07596","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2586",2586,"CMR07577","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2590",2590,"CIV15411","IA","65A.xIA","Endemic (under MDA)"
"2591",2591,"GHA21443","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2592",2592,"GHA21438","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2593",2593,"GHA21444","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2594",2594,"NGA36631","IA","65A.xIA","Endemic (under MDA)"
"2597",2597,"CAF09645","IA","65A.xIA","Endemic (MDA not delivered)"
"2598",2598,"SSD44391","IA","65A.xIA","Endemic (under MDA)"
"2603",2603,"CIV15370","IA","65A.xIA","Endemic (under MDA)"
"2604",2604,"GHA21593","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2605",2605,"GHA21494","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2608",2608,"NGA36651","IA","65A.xIA","Endemic (under MDA)"
"2609",2609,"NGA36352","IA","65A.xIA","Endemic (under MDA)"
"2610",2610,"CMR07568","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2611",2611,"CMR07576","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2612",2612,"SSD44392","IA","65A.xIA","Endemic (under MDA)"
"2613",2613,"ETH19138","IA","65A.xIA","Endemic (under MDA)"
"2615",2615,"CIV15385","IA","65A.xIA","Endemic (under MDA)"
"2617",2617,"GHA21601","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2618",2618,"GHA21439","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2619",2619,"GHA21445","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2621",2621,"NGA36531","IA","65A.xIA","Endemic (under MDA)"
"2622",2622,"NGA36646","IA","65A.xIA","Endemic (under MDA)"
"2623",2623,"NGA36339","IA","65A.xIA","Endemic (under MDA)"
"2624",2624,"CMR07578","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2625",2625,"SSD44394","IA","65A.xIA","Endemic (under MDA)"
"2628",2628,"ETH18845","IA","65A.xIA","Endemic (MDA not delivered)"
"2629",2629,"LBR26831","IA","65A.xIA","Endemic (under MDA)"
"2630",2630,"CIV15368","IA","65A.xIA","Endemic (under MDA)"
"2632",2632,"CMR07597","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2633",2633,"CMR07569","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2634",2634,"GHA21454","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2635",2635,"GHA21440","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2636",2636,"GHA21450","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2637",2637,"GHA21449","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2639",2639,"NGA36532","IA","65A.xIA","Endemic (under MDA)"
"2640",2640,"NGA36654","IA","65A.xIA","Endemic (under MDA)"
"2642",2642,"CMR07579","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2643",2643,"CIV15367","IA","65A.xIA","Endemic (under MDA)"
"2645",2645,"NGA36540","IA","65A.xIA","Endemic (under MDA)"
"2647",2647,"CIV15334","IA","65A.xIA","Endemic (under MDA)"
"2649",2649,"CMR07605","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2650",2650,"CMR07563","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2651",2651,"CMR07565","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2652",2652,"SSD44319","IA","65A.xIA","Endemic (under MDA)"
"2653",2653,"ETH19197","IA","65A.xIA","Endemic (MDA not delivered)"
"2654",2654,"CIV15338","IA","65A.xIA","Endemic (under MDA)"
"2655",2655,"CIV15403","IA","65A.xIA","Endemic (under MDA)"
"2656",2656,"GHA21587","IA","65A.xIA","Endemic (under MDA)"
"2657",2657,"GHA21599","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2658",2658,"GHA21453","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2659",2659,"GHA21447","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2660",2660,"NGA36454","IA","65A.xIA","Endemic (under MDA)"
"2661",2661,"NGA36653","IA","65A.xIA","Endemic (under MDA)"
"2662",2662,"NGA36640","IA","65A.xIA","Endemic (under MDA)"
"2663",2663,"NGA36342","IA","65A.xIA","Endemic (under MDA)"
"2664",2664,"CMR07562","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2667",2667,"GHA21588","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2668",2668,"GHA21437","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2669",2669,"NGA36452","IA","65A.xIA","Endemic (under MDA)"
"2670",2670,"NGA36341","IA","65A.xIA","Endemic (under MDA)"
"2672",2672,"CMR07564","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2674",2674,"CAF09650","Rest","65B.xxA","Endemic (under MDA)"
"2676",2676,"CIV15332","IA","65A.xIA","Endemic (under MDA)"
"2678",2678,"GHA21448","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2679",2679,"NGA36343","IA","65A.xIA","Endemic (under MDA)"
"2681",2681,"CMR07603","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2682",2682,"CMR07593","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2684",2684,"CMR07447","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2685",2685,"CMR07461","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2686",2686,"ETH19017","IA","65A.xIA","Endemic (under MDA)"
"2688",2688,"CIV15333","IA","65A.xIA","Endemic (under MDA)"
"2689",2689,"NGA36525","IA","65A.xIA","Endemic (under MDA)"
"2690",2690,"NGA36347","IA","65A.xIA","Endemic (under MDA)"
"2691",2691,"NGA36345","IA","65A.xIA","Endemic (under MDA)"
"2694",2694,"CMR07517","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2695",2695,"CMR07566","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2698",2698,"GHA21451","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2699",2699,"GHA21446","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2700",2700,"NGA36538","IA","65A.xIA","Endemic (under MDA)"
"2702",2702,"CMR07598","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2703",2703,"CMR07573","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2704",2704,"CMR07432","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2705",2705,"NGA36449","IA","65A.xIA","Endemic (under MDA)"
"2707",2707,"NGA37019","IA","65A.xIA","Endemic (under MDA)"
"2708",2708,"NGA37030","IA","65A.xIA","Endemic (under MDA)"
"2709",2709,"NGA37028","IA","65A.xIA","Endemic (MDA not delivered)"
"2710",2710,"NGA37036","IA","65A.xIA","Endemic (MDA not delivered)"
"2711",2711,"COD14236","Rest","65B.xxA","Endemic (under MDA)"
"2712",2712,"LBR26824","IA","65A.xIA","Endemic (under MDA)"
"2713",2713,"LBR26827","IA","65A.xIA","Endemic (under MDA)"
"2714",2714,"GHA21590","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2715",2715,"GHA21597","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2717",2717,"CMR07561","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2721",2721,"NGA36403","IA","65A.xIA","Endemic (under MDA)"
"2723",2723,"CMR07607","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2724",2724,"CMR07522","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2725",2725,"COD14229","IA","65A.xIA","Endemic (under MDA)"
"2726",2726,"GHA21592","IA","65A.xIA","Endemic (under MDA)"
"2727",2727,"NGA36453","IA","65A.xIA","Endemic (under MDA)"
"2730",2730,"CMR07513","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2731",2731,"CAF09649","Rest","65B.xxA","Endemic (under MDA)"
"2732",2732,"GHA21596","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2733",2733,"NGA36350","IA","65A.xIA","Endemic (under MDA)"
"2734",2734,"NGA36349","IA","65A.xIA","Endemic (under MDA)"
"2735",2735,"NGA36380","IA","65A.xIA","Endemic (under MDA)"
"2736",2736,"CMR07599","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2737",2737,"CMR07448","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2740",2740,"GHA21580","IA","65A.xIA","Endemic (under MDA)"
"2745",2745,"NGA36512","IA","65A.xIA","Endemic (under MDA)"
"2747",2747,"NGA36451","IA","65A.xIA","Endemic (under MDA)"
"2750",2750,"CMR07523","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2752",2752,"NGA36397","IA","65A.xIA","Endemic (under MDA)"
"2753",2753,"COD13915","Rest","65B.xxA","Endemic (under MDA)"
"2754",2754,"SSD44332","IA","65A.xIA","Endemic (MDA not delivered)"
"2755",2755,"SSD44325","Rest","65B.xxA","Endemic (MDA not delivered)"
"2758",2758,"CMR07526","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2760",2760,"COD14266","IA","65A.xIA","Endemic (under MDA)"
"2761",2761,"COD14232","IA","65A.xIA","Endemic (under MDA)"
"2762",2762,"SSD44329","Rest","65B.xxA","Endemic (MDA not delivered)"
"2765",2765,"NGA37025","Rest","65B.xxA","Endemic (MDA not delivered)"
"2767",2767,"NGA37031","IA","65A.xIA","Endemic (MDA not delivered)"
"2769",2769,"NGA36401","IA","65A.xIA","Endemic (under MDA)"
"2770",2770,"CMR07512","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2772",2772,"NGA36447","IA","65A.xIA","Endemic (under MDA)"
"2773",2773,"NGA37021","IA","65A.xIA","Endemic (MDA not delivered)"
"2777",2777,"NGA36399","IA","65A.xIA","Endemic (under MDA)"
"2778",2778,"CMR07595","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2779",2779,"CMR07521","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2780",2780,"CMR07443","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2781",2781,"COD13934","IA","65A.xIA","Endemic (under MDA)"
"2782",2782,"NGA37035","IA","65A.xIA","Endemic (MDA not delivered)"
"2783",2783,"NGA37034","IA","65A.xIA","Endemic (MDA not delivered)"
"2784",2784,"NGA36387","IA","65A.xIA","Endemic (under MDA)"
"2785",2785,"CAF09660","IA","65A.xIA","Endemicity unknown"
"2786",2786,"SSD44324","IA","65A.xIA","Endemic (MDA not delivered)"
"2787",2787,"NGA36450","IA","65A.xIA","Endemic (under MDA)"
"2788",2788,"NGA37024","IA","65A.xIA","Endemic (under MDA)"
"2789",2789,"NGA36378","IA","65A.xIA","Endemic (under MDA)"
"2791",2791,"CMR07602","IA","65A.xIA","Endemic (under post-intervention surveillance)"
"2793",2793,"SSD44321","IA","65A.xIA","Endemic (MDA not delivered)"
"2794",2794,"NGA37022","IA","65A.xIA","Endemic (under MDA)"
"2795",2795,"NGA37037","IA","65A.xIA","Endemic (MDA not delivered)"
"2796",2796,"NGA36398","IA","65A.xIA","Endemic (under MDA)"
"2798",2798,"NGA36382","IA","65A.xIA","Endemic (under MDA)"
"2799",2799,"CMR07518","IA","65A.xIA","Endemic (under post-intervention surveillance)"
